Gambler #,Round #,Times optimal action picked,Average reward 
21,0,0,0.0,0
21,100,0,4.1,9
21,200,0,8.6,25
21,300,0,14.1,45
21,400,0,19.7,81
21,500,0,24.5,111
21,600,0,30.7,134
21,700,0,37.0,160
21,800,0,42.4,169
21,900,0,47.6,192
21,1000,0,52.6,222
21,1100,0,58.9,237
21,1200,0,64.5,256
21,1300,0,70.6,279
21,1400,0,75.9,301
21,1500,0,81.3,327
21,1600,0,86.5,341
21,1700,0,92.0,371
21,1800,0,98.3,397
21,1900,0,104.0,425
21,2000,0,110.2,451
21,2100,0,116.5,476
21,2200,0,122.6,509
21,2300,0,128.3,542
21,2400,0,134.4,574
21,2500,0,141.2,609
21,2600,0,146.7,641
21,2700,0,154.0,670
21,2800,0,160.1,699
21,2900,0,165.8,716
21,3000,0,171.3,749
21,3100,0,176.8,775
21,3200,0,182.6,807
21,3300,0,187.7,824
21,3400,0,192.1,833
21,3500,0,197.3,858
21,3600,0,202.2,880
21,3700,0,206.5,896
21,3800,0,211.8,918
21,3900,0,217.2,941
21,4000,0,223.5,966
21,4100,0,229.2,997
21,4200,0,234.8,1018
21,4300,0,241.1,1035
21,4400,0,246.9,1068
21,4500,0,252.7,1096
21,4600,0,258.8,1133
21,4700,0,265.1,1156
21,4800,0,270.7,1181
21,4900,0,275.6,1195
21,5000,0,281.0,1215
22,0,2,0.0,0
22,100,2,6.1,9
22,200,2,13.5,22
22,300,2,21.6,43
22,400,2,29.6,63
22,500,2,37.5,81
22,600,2,45.6,98
22,700,2,53.7,127
22,800,2,62.5,150
22,900,2,70.7,171
22,1000,2,79.3,190
22,1100,2,87.5,202
22,1200,2,96.2,214
22,1300,2,105.2,238
22,1400,2,113.8,252
22,1500,2,122.3,261
22,1600,2,130.9,274
22,1700,2,139.0,288
22,1800,2,147.8,311
22,1900,2,156.7,332
22,2000,2,165.6,357
22,2100,2,174.7,377
22,2200,2,184.0,408
22,2300,2,193.1,445
22,2400,2,202.4,478
22,2500,2,211.6,518
22,2600,2,220.6,570
22,2700,2,229.9,620
22,2800,2,238.9,673
22,2900,2,248.3,724
22,3000,2,257.3,769
22,3100,2,266.5,810
22,3200,2,275.0,853
22,3300,2,283.9,896
22,3400,2,293.0,935
22,3500,2,301.4,981
22,3600,2,310.3,1029
22,3700,2,319.9,1083
22,3800,2,328.9,1126
22,3900,2,337.5,1168
22,4000,2,346.5,1216
22,4100,2,355.2,1249
22,4200,2,364.3,1283
22,4300,2,374.0,1314
22,4400,2,383.3,1351
22,4500,2,392.6,1378
22,4600,2,401.8,1405
22,4700,2,411.3,1436
22,4800,2,420.0,1459
22,4900,2,429.3,1493
22,5000,2,438.4,1525
23,0,7,0.0,0
23,100,7,4.6,12
23,200,7,11.1,23
23,300,7,17.5,34
23,400,7,24.9,56
23,500,7,32.0,79
23,600,7,39.0,114
23,700,7,46.7,150
23,800,7,55.4,185
23,900,7,63.8,216
23,1000,7,72.2,248
23,1100,7,80.8,291
23,1200,7,89.3,340
23,1300,7,97.7,388
23,1400,7,106.0,449
23,1500,7,114.8,492
23,1600,7,122.7,527
23,1700,7,131.4,574
23,1800,7,140.0,610
23,1900,7,148.4,649
23,2000,7,156.7,693
23,2100,7,164.9,734
23,2200,7,173.5,777
23,2300,7,181.6,811
23,2400,7,189.9,851
23,2500,7,198.6,907
23,2600,7,207.0,948
23,2700,7,215.2,989
23,2800,7,224.0,1027
23,2900,7,232.5,1056
23,3000,7,241.7,1103
23,3100,7,251.0,1160
23,3200,7,260.5,1210
23,3300,7,269.4,1257
23,3400,7,278.7,1305
23,3500,7,287.6,1355
23,3600,7,296.5,1401
23,3700,7,305.4,1444
23,3800,7,314.5,1497
23,3900,7,323.9,1551
23,4000,7,333.3,1607
23,4100,7,342.1,1663
23,4200,7,351.2,1716
23,4300,7,360.4,1773
23,4400,7,369.3,1821
23,4500,7,378.4,1875
23,4600,7,387.8,1935
23,4700,7,396.5,1990
23,4800,7,404.9,2038
23,4900,7,413.7,2091
23,5000,7,422.8,2148
24,0,4,0.0,0
24,100,4,4.3,12
24,200,4,9.1,29
24,300,4,13.5,44
24,400,4,18.3,66
24,500,4,22.8,80
24,600,4,27.4,91
24,700,4,32.3,109
24,800,4,36.5,125
24,900,4,41.4,146
24,1000,4,46.4,162
24,1100,4,51.9,177
24,1200,4,56.4,192
24,1300,4,61.3,201
24,1400,4,65.4,216
24,1500,4,70.1,228
24,1600,4,74.9,238
24,1700,4,80.2,256
24,1800,4,85.5,275
24,1900,4,90.2,292
24,2000,4,95.2,319
24,2100,4,101.2,352
24,2200,4,107.0,382
24,2300,4,112.5,407
24,2400,4,117.8,435
24,2500,4,123.1,459
24,2600,4,128.0,471
24,2700,4,132.5,481
24,2800,4,137.7,502
24,2900,4,142.7,523
24,3000,4,148.4,544
24,3100,4,153.7,579
24,3200,4,158.1,611
24,3300,4,163.2,638
24,3400,4,168.8,672
24,3500,4,174.5,704
24,3600,4,179.8,733
24,3700,4,185.0,756
24,3800,4,190.4,781
24,3900,4,195.5,796
24,4000,4,200.9,825
24,4100,4,206.0,847
24,4200,4,211.5,867
24,4300,4,217.3,890
24,4400,4,222.2,927
24,4500,4,228.8,964
24,4600,4,234.0,991
24,4700,4,238.8,1017
24,4800,4,242.9,1047
24,4900,4,247.5,1070
24,5000,4,253.0,1090
25,0,5,0.0,0
25,100,5,6.3,17
25,200,5,12.9,31
25,300,5,19.1,44
25,400,5,25.7,63
25,500,5,31.4,79
25,600,5,37.7,92
25,700,5,44.6,119
25,800,5,51.4,136
25,900,5,57.1,148
25,1000,5,63.3,167
25,1100,5,70.2,186
25,1200,5,76.8,206
25,1300,5,82.5,229
25,1400,5,89.7,247
25,1500,5,97.0,273
25,1600,5,104.4,299
25,1700,5,111.7,327
25,1800,5,118.4,349
25,1900,5,125.4,369
25,2000,5,132.3,398
25,2100,5,138.1,409
25,2200,5,144.4,429
25,2300,5,150.7,451
25,2400,5,157.5,466
25,2500,5,164.2,485
25,2600,5,171.2,516
25,2700,5,177.8,543
25,2800,5,184.3,573
25,2900,5,191.4,603
25,3000,5,198.7,627
25,3100,5,205.3,640
25,3200,5,212.2,656
25,3300,5,218.6,670
25,3400,5,225.4,688
25,3500,5,231.5,704
25,3600,5,237.2,717
25,3700,5,243.1,727
25,3800,5,249.6,742
25,3900,5,255.6,753
25,4000,5,261.6,770
25,4100,5,267.3,783
25,4200,5,273.2,800
25,4300,5,280.3,811
25,4400,5,286.0,828
25,4500,5,291.6,839
25,4600,5,298.1,850
25,4700,5,305.2,866
25,4800,5,311.6,878
25,4900,5,318.0,888
25,5000,5,324.5,900
26,0,8,0.0,0
26,100,8,5.2,5
26,200,8,11.4,28
26,300,8,17.3,46
26,400,8,23.9,64
26,500,8,30.0,87
26,600,8,37.9,131
26,700,8,45.5,175
26,800,8,53.5,217
26,900,8,61.1,252
26,1000,8,68.5,291
26,1100,8,76.1,326
26,1200,8,84.3,371
26,1300,8,92.5,414
26,1400,8,101.5,472
26,1500,8,110.3,528
26,1600,8,117.8,570
26,1700,8,126.1,624
26,1800,8,135.0,685
26,1900,8,143.0,741
26,2000,8,151.5,791
26,2100,8,160.6,837
26,2200,8,169.3,885
26,2300,8,177.7,942
26,2400,8,185.8,985
26,2500,8,194.8,1030
26,2600,8,203.2,1077
26,2700,8,212.5,1112
26,2800,8,221.0,1152
26,2900,8,229.9,1184
26,3000,8,238.5,1222
26,3100,8,247.3,1257
26,3200,8,256.6,1303
26,3300,8,265.7,1346
26,3400,8,274.5,1390
26,3500,8,283.0,1436
26,3600,8,291.1,1478
26,3700,8,300.1,1542
26,3800,8,309.5,1605
26,3900,8,318.4,1666
26,4000,8,326.7,1728
26,4100,8,334.4,1782
26,4200,8,342.5,1832
26,4300,8,349.9,1881
26,4400,8,357.7,1937
26,4500,8,365.9,1994
26,4600,8,373.8,2049
26,4700,8,382.8,2126
26,4800,8,392.3,2198
26,4900,8,401.2,2274
26,5000,8,409.9,2341
27,0,1,0.0,0
27,100,1,4.0,16
27,200,1,8.0,32
27,300,1,11.8,48
27,400,1,17.8,73
27,500,1,23.5,98
27,600,1,28.3,124
27,700,1,34.0,147
27,800,1,39.2,170
27,900,1,43.5,194
27,1000,1,47.2,220
27,1100,1,51.6,244
27,1200,1,55.9,276
27,1300,1,60.9,296
27,1400,1,65.3,326
27,1500,1,70.2,344
27,1600,1,75.6,372
27,1700,1,80.4,412
27,1800,1,85.4,446
27,1900,1,90.3,476
27,2000,1,94.8,502
27,2100,1,99.5,533
27,2200,1,103.8,559
27,2300,1,108.3,583
27,2400,1,113.3,611
27,2500,1,118.0,638
27,2600,1,121.7,660
27,2700,1,126.7,692
27,2800,1,131.3,732
27,2900,1,136.9,766
27,3000,1,142.1,800
27,3100,1,147.0,816
27,3200,1,151.2,832
27,3300,1,156.1,847
27,3400,1,160.8,866
27,3500,1,165.0,878
27,3600,1,170.2,891
27,3700,1,174.8,905
27,3800,1,179.9,920
27,3900,1,184.0,942
27,4000,1,188.0,960
27,4100,1,192.4,986
27,4200,1,196.4,1009
27,4300,1,200.6,1022
27,4400,1,205.3,1040
27,4500,1,210.0,1058
27,4600,1,214.4,1080
27,4700,1,218.8,1096
27,4800,1,224.0,1125
27,4900,1,229.1,1158
27,5000,1,234.3,1188
28,0,4,0.0,0
28,100,4,6.0,13
28,200,4,13.4,31
28,300,4,20.6,47
28,400,4,28.5,64
28,500,4,36.9,87
28,600,4,45.4,114
28,700,4,54.9,146
28,800,4,64.2,188
28,900,4,73.4,226
28,1000,4,82.0,264
28,1100,4,91.4,300
28,1200,4,100.7,352
28,1300,4,110.3,402
28,1400,4,119.8,443
28,1500,4,129.0,484
28,1600,4,137.8,525
28,1700,4,147.3,556
28,1800,4,156.9,587
28,1900,4,165.6,618
28,2000,4,174.9,657
28,2100,4,184.5,689
28,2200,4,193.3,710
28,2300,4,201.7,725
28,2400,4,210.6,744
28,2500,4,219.2,762
28,2600,4,228.0,779
28,2700,4,236.3,793
28,2800,4,245.1,805
28,2900,4,253.8,811
28,3000,4,262.3,823
28,3100,4,270.9,829
28,3200,4,280.1,831
28,3300,4,288.8,837
28,3400,4,296.5,848
28,3500,4,304.7,858
28,3600,4,313.8,862
28,3700,4,322.4,866
28,3800,4,330.7,867
28,3900,4,339.1,871
28,4000,4,347.6,876
28,4100,4,356.2,880
28,4200,4,365.0,886
28,4300,4,373.6,896
28,4400,4,382.9,901
28,4500,4,391.4,910
28,4600,4,400.1,922
28,4700,4,409.1,931
28,4800,4,418.1,941
28,4900,4,427.4,957
28,5000,4,436.1,972
29,0,8,0.0,0
29,100,8,4.8,8
29,200,8,10.0,22
29,300,8,15.7,38
29,400,8,22.3,64
29,500,8,28.2,92
29,600,8,34.8,124
29,700,8,40.4,158
29,800,8,46.6,194
29,900,8,52.4,222
29,1000,8,58.7,241
29,1100,8,65.1,266
29,1200,8,71.4,293
29,1300,8,77.3,315
29,1400,8,84.2,338
29,1500,8,90.4,363
29,1600,8,95.8,379
29,1700,8,103.1,403
29,1800,8,109.1,428
29,1900,8,115.5,449
29,2000,8,122.0,469
29,2100,8,127.9,492
29,2200,8,133.7,511
29,2300,8,139.1,532
29,2400,8,144.6,563
29,2500,8,150.5,592
29,2600,8,156.4,616
29,2700,8,162.6,641
29,2800,8,168.8,662
29,2900,8,174.6,690
29,3000,8,181.0,722
29,3100,8,187.7,751
29,3200,8,193.7,761
29,3300,8,200.8,790
29,3400,8,207.7,821
29,3500,8,213.9,836
29,3600,8,220.1,869
29,3700,8,226.7,894
29,3800,8,233.1,924
29,3900,8,240.0,947
29,4000,8,247.0,966
29,4100,8,253.7,994
29,4200,8,260.1,1021
29,4300,8,266.0,1046
29,4400,8,272.2,1069
29,4500,8,278.3,1087
29,4600,8,284.8,1109
29,4700,8,290.4,1126
29,4800,8,296.5,1160
29,4900,8,302.4,1197
29,5000,8,308.2,1221
30,0,7,0.0,0
30,100,7,4.8,15
30,200,7,10.7,35
30,300,7,16.8,70
30,400,7,23.8,106
30,500,7,30.2,129
30,600,7,37.4,150
30,700,7,42.8,171
30,800,7,49.7,197
30,900,7,57.0,229
30,1000,7,64.4,262
30,1100,7,70.4,285
30,1200,7,77.8,313
30,1300,7,84.3,349
30,1400,7,90.7,391
30,1500,7,96.6,425
30,1600,7,103.5,454
30,1700,7,109.8,480
30,1800,7,116.9,499
30,1900,7,123.8,526
30,2000,7,131.3,554
30,2100,7,137.7,578
30,2200,7,146.0,620
30,2300,7,153.5,662
30,2400,7,160.8,689
30,2500,7,168.9,722
30,2600,7,175.9,740
30,2700,7,182.5,763
30,2800,7,189.3,792
30,2900,7,197.3,829
30,3000,7,204.6,866
30,3100,7,211.2,878
30,3200,7,218.6,897
30,3300,7,225.2,913
30,3400,7,231.5,932
30,3500,7,238.6,959
30,3600,7,244.5,981
30,3700,7,251.7,1003
30,3800,7,258.1,1035
30,3900,7,265.4,1073
30,4000,7,271.3,1104
30,4100,7,277.8,1128
30,4200,7,283.9,1146
30,4300,7,290.9,1162
30,4400,7,296.9,1179
30,4500,7,303.2,1192
30,4600,7,309.4,1211
30,4700,7,315.4,1239
30,4800,7,321.2,1253
30,4900,7,328.3,1266
30,5000,7,334.5,1281
31,0,4,0.0,0
31,100,4,3.6,9
31,200,4,8.7,24
31,300,4,14.2,50
31,400,4,20.4,77
31,500,4,26.7,101
31,600,4,33.5,129
31,700,4,40.3,150
31,800,4,46.9,177
31,900,4,53.4,212
31,1000,4,60.2,244
31,1100,4,67.0,261
31,1200,4,74.0,281
31,1300,4,81.6,304
31,1400,4,89.2,335
31,1500,4,96.6,363
31,1600,4,103.5,399
31,1700,4,110.7,427
31,1800,4,117.9,462
31,1900,4,124.6,491
31,2000,4,131.7,518
31,2100,4,138.9,544
31,2200,4,146.4,578
31,2300,4,154.0,610
31,2400,4,160.9,629
31,2500,4,168.2,656
31,2600,4,175.2,683
31,2700,4,182.7,718
31,2800,4,189.3,744
31,2900,4,195.8,784
31,3000,4,203.1,821
31,3100,4,210.5,851
31,3200,4,217.2,883
31,3300,4,224.5,913
31,3400,4,231.9,945
31,3500,4,238.6,974
31,3600,4,246.2,1002
31,3700,4,254.1,1034
31,3800,4,262.2,1065
31,3900,4,270.4,1098
31,4000,4,278.0,1128
31,4100,4,285.2,1160
31,4200,4,292.7,1197
31,4300,4,299.8,1230
31,4400,4,306.9,1265
31,4500,4,314.0,1301
31,4600,4,321.1,1324
31,4700,4,327.0,1341
31,4800,4,333.2,1372
31,4900,4,340.2,1404
31,5000,4,346.6,1438
32,0,9,0.0,0
32,100,9,5.9,10
32,200,9,11.1,17
32,300,9,16.9,28
32,400,9,23.2,47
32,500,9,29.2,68
32,600,9,34.2,87
32,700,9,39.7,102
32,800,9,45.5,119
32,900,9,51.2,126
32,1000,9,57.0,149
32,1100,9,63.3,167
32,1200,9,69.4,181
32,1300,9,75.0,194
32,1400,9,80.7,205
32,1500,9,86.0,216
32,1600,9,91.7,230
32,1700,9,97.4,238
32,1800,9,103.7,249
32,1900,9,109.3,264
32,2000,9,115.9,283
32,2100,9,122.7,301
32,2200,9,128.5,318
32,2300,9,134.5,333
32,2400,9,140.0,347
32,2500,9,145.8,354
32,2600,9,151.6,365
32,2700,9,158.1,384
32,2800,9,163.9,393
32,2900,9,170.5,411
32,3000,9,177.0,423
32,3100,9,182.9,439
32,3200,9,188.6,454
32,3300,9,195.0,479
32,3400,9,201.2,503
32,3500,9,207.1,512
32,3600,9,213.1,526
32,3700,9,218.8,546
32,3800,9,224.7,563
32,3900,9,229.5,583
32,4000,9,234.4,601
32,4100,9,239.5,614
32,4200,9,245.6,626
32,4300,9,250.8,642
32,4400,9,256.4,654
32,4500,9,261.4,677
32,4600,9,266.6,688
32,4700,9,272.3,700
32,4800,9,278.0,718
32,4900,9,283.2,736
32,5000,9,288.3,760
33,0,5,0.0,0
33,100,5,5.0,10
33,200,5,9.9,27
33,300,5,15.9,45
33,400,5,21.2,58
33,500,5,28.1,78
33,600,5,35.1,93
33,700,5,41.1,100
33,800,5,47.9,116
33,900,5,55.5,141
33,1000,5,62.7,166
33,1100,5,69.7,198
33,1200,5,76.8,227
33,1300,5,83.0,247
33,1400,5,89.9,274
33,1500,5,97.2,293
33,1600,5,105.2,331
33,1700,5,113.2,368
33,1800,5,120.1,396
33,1900,5,127.3,426
33,2000,5,134.2,463
33,2100,5,141.5,501
33,2200,5,148.6,536
33,2300,5,154.9,566
33,2400,5,162.1,604
33,2500,5,169.1,645
33,2600,5,175.5,681
33,2700,5,182.3,716
33,2800,5,189.9,753
33,2900,5,196.4,781
33,3000,5,203.3,809
33,3100,5,209.6,832
33,3200,5,216.1,850
33,3300,5,222.2,868
33,3400,5,228.8,885
33,3500,5,235.7,912
33,3600,5,243.3,936
33,3700,5,250.8,965
33,3800,5,259.5,998
33,3900,5,266.9,1024
33,4000,5,274.6,1052
33,4100,5,281.6,1082
33,4200,5,289.6,1107
33,4300,5,296.4,1137
33,4400,5,303.6,1165
33,4500,5,310.2,1204
33,4600,5,317.7,1250
33,4700,5,325.4,1293
33,4800,5,332.2,1317
33,4900,5,339.1,1341
33,5000,5,346.0,1371
34,0,0,0.0,0
34,100,0,5.8,9
34,200,0,11.8,18
34,300,0,18.6,28
34,400,0,25.2,50
34,500,0,32.3,60
34,600,0,40.1,71
34,700,0,48.1,94
34,800,0,55.7,109
34,900,0,63.5,130
34,1000,0,70.9,158
34,1100,0,78.5,183
34,1200,0,86.7,210
34,1300,0,94.8,242
34,1400,0,101.7,270
34,1500,0,109.4,304
34,1600,0,116.9,328
34,1700,0,125.1,361
34,1800,0,133.0,393
34,1900,0,140.7,419
34,2000,0,149.4,455
34,2100,0,157.1,502
34,2200,0,165.8,554
34,2300,0,173.9,594
34,2400,0,181.5,633
34,2500,0,188.9,659
34,2600,0,196.5,700
34,2700,0,204.2,723
34,2800,0,210.7,742
34,2900,0,217.1,760
34,3000,0,224.6,786
34,3100,0,232.7,812
34,3200,0,240.0,849
34,3300,0,247.7,876
34,3400,0,255.7,913
34,3500,0,263.8,947
34,3600,0,270.9,980
34,3700,0,278.3,1010
34,3800,0,286.1,1050
34,3900,0,294.5,1082
34,4000,0,302.5,1126
34,4100,0,310.5,1167
34,4200,0,318.5,1203
34,4300,0,326.0,1238
34,4400,0,334.0,1276
34,4500,0,342.4,1326
34,4600,0,350.4,1381
34,4700,0,358.5,1425
34,4800,0,366.5,1466
34,4900,0,374.4,1521
34,5000,0,382.8,1569
35,0,2,0.0,0
35,100,2,4.4,13
35,200,2,8.6,22
35,300,2,15.0,38
35,400,2,20.0,50
35,500,2,26.6,68
35,600,2,32.5,88
35,700,2,38.6,112
35,800,2,44.4,137
35,900,2,50.8,157
35,1000,2,57.2,176
35,1100,2,63.0,190
35,1200,2,69.7,204
35,1300,2,75.6,213
35,1400,2,81.4,220
35,1500,2,86.1,228
35,1600,2,91.5,245
35,1700,2,96.6,258
35,1800,2,101.5,278
35,1900,2,106.4,299
35,2000,2,112.8,331
35,2100,2,118.9,357
35,2200,2,124.1,380
35,2300,2,130.4,408
35,2400,2,136.3,442
35,2500,2,142.4,459
35,2600,2,148.3,480
35,2700,2,154.3,511
35,2800,2,159.8,527
35,2900,2,165.7,546
35,3000,2,171.4,564
35,3100,2,176.7,584
35,3200,2,182.5,598
35,3300,2,187.7,613
35,3400,2,193.1,628
35,3500,2,198.8,639
35,3600,2,204.0,647
35,3700,2,209.9,664
35,3800,2,215.3,682
35,3900,2,221.1,701
35,4000,2,227.2,724
35,4100,2,233.8,742
35,4200,2,239.5,759
35,4300,2,244.9,769
35,4400,2,250.8,780
35,4500,2,257.2,791
35,4600,2,262.9,804
35,4700,2,269.2,821
35,4800,2,275.7,837
35,4900,2,281.3,849
35,5000,2,287.1,863
36,0,4,0.0,0
36,100,4,5.6,14
36,200,4,11.6,29
36,300,4,18.3,45
36,400,4,25.0,72
36,500,4,33.1,106
36,600,4,40.5,140
36,700,4,48.4,179
36,800,4,56.5,207
36,900,4,64.9,236
36,1000,4,72.9,266
36,1100,4,80.4,292
36,1200,4,88.9,324
36,1300,4,96.9,354
36,1400,4,104.3,392
36,1500,4,111.9,429
36,1600,4,120.3,474
36,1700,4,127.8,514
36,1800,4,136.1,554
36,1900,4,144.3,603
36,2000,4,152.2,646
36,2100,4,160.0,688
36,2200,4,168.3,733
36,2300,4,175.5,762
36,2400,4,183.4,798
36,2500,4,190.5,833
36,2600,4,198.4,875
36,2700,4,206.7,908
36,2800,4,215.4,932
36,2900,4,223.6,955
36,3000,4,232.2,979
36,3100,4,238.7,990
36,3200,4,246.7,1008
36,3300,4,255.2,1036
36,3400,4,263.9,1062
36,3500,4,272.0,1080
36,3600,4,281.1,1104
36,3700,4,289.6,1115
36,3800,4,298.3,1133
36,3900,4,307.4,1147
36,4000,4,316.1,1172
36,4100,4,324.7,1194
36,4200,4,332.9,1218
36,4300,4,340.9,1244
36,4400,4,350.3,1267
36,4500,4,358.8,1301
36,4600,4,367.7,1331
36,4700,4,376.5,1364
36,4800,4,385.1,1395
36,4900,4,393.1,1424
36,5000,4,400.7,1454
37,0,2,0.0,0
37,100,2,6.6,17
37,200,2,13.7,42
37,300,2,21.3,78
37,400,2,27.9,114
37,500,2,34.7,155
37,600,2,42.5,191
37,700,2,50.5,238
37,800,2,58.0,291
37,900,2,65.9,335
37,1000,2,73.4,362
37,1100,2,81.1,392
37,1200,2,88.1,425
37,1300,2,95.9,465
37,1400,2,103.4,505
37,1500,2,111.4,540
37,1600,2,120.4,579
37,1700,2,127.7,610
37,1800,2,135.2,645
37,1900,2,143.6,672
37,2000,2,151.6,692
37,2100,2,159.4,716
37,2200,2,167.4,737
37,2300,2,175.4,763
37,2400,2,183.5,781
37,2500,2,192.1,805
37,2600,2,199.7,822
37,2700,2,207.0,842
37,2800,2,214.5,855
37,2900,2,221.9,878
37,3000,2,229.7,895
37,3100,2,238.2,918
37,3200,2,246.4,939
37,3300,2,254.9,969
37,3400,2,262.6,1008
37,3500,2,270.1,1048
37,3600,2,277.8,1087
37,3700,2,286.2,1131
37,3800,2,294.9,1171
37,3900,2,303.4,1220
37,4000,2,311.5,1268
37,4100,2,320.3,1317
37,4200,2,328.8,1354
37,4300,2,336.8,1396
37,4400,2,345.9,1432
37,4500,2,354.8,1465
37,4600,2,363.6,1493
37,4700,2,372.3,1518
37,4800,2,379.7,1544
37,4900,2,388.6,1571
37,5000,2,397.6,1592
38,0,3,0.0,0
38,100,3,4.9,9
38,200,3,10.3,19
38,300,3,16.0,41
38,400,3,22.8,69
38,500,3,28.8,101
38,600,3,34.6,130
38,700,3,41.4,151
38,800,3,48.0,181
38,900,3,54.2,217
38,1000,3,61.4,255
38,1100,3,67.9,300
38,1200,3,74.0,335
38,1300,3,80.1,365
38,1400,3,86.1,394
38,1500,3,92.7,430
38,1600,3,99.5,461
38,1700,3,106.1,490
38,1800,3,113.3,520
38,1900,3,119.9,559
38,2000,3,126.7,579
38,2100,3,132.7,610
38,2200,3,139.3,639
38,2300,3,146.3,679
38,2400,3,152.7,709
38,2500,3,160.3,751
38,2600,3,165.6,781
38,2700,3,172.3,804
38,2800,3,179.1,829
38,2900,3,186.5,863
38,3000,3,193.1,894
38,3100,3,200.0,919
38,3200,3,206.8,950
38,3300,3,213.1,975
38,3400,3,219.3,999
38,3500,3,225.8,1025
38,3600,3,231.8,1050
38,3700,3,238.1,1074
38,3800,3,244.0,1092
38,3900,3,249.6,1118
38,4000,3,255.9,1139
38,4100,3,263.1,1178
38,4200,3,268.8,1193
38,4300,3,275.6,1223
38,4400,3,281.5,1243
38,4500,3,287.4,1261
38,4600,3,293.4,1289
38,4700,3,300.4,1314
38,4800,3,306.8,1337
38,4900,3,312.6,1354
38,5000,3,318.9,1370
39,0,3,0.0,0
39,100,3,7.5,20
39,200,3,14.7,46
39,300,3,23.3,66
39,400,3,31.4,72
39,500,3,39.8,88
39,600,3,48.2,106
39,700,3,57.0,119
39,800,3,65.2,129
39,900,3,73.5,141
39,1000,3,81.7,156
39,1100,3,90.7,171
39,1200,3,98.9,185
39,1300,3,107.4,202
39,1400,3,116.3,225
39,1500,3,126.0,247
39,1600,3,135.2,272
39,1700,3,144.3,299
39,1800,3,153.2,327
39,1900,3,162.5,356
39,2000,3,171.7,380
39,2100,3,180.4,412
39,2200,3,189.4,449
39,2300,3,198.3,491
39,2400,3,207.1,521
39,2500,3,215.4,545
39,2600,3,224.2,565
39,2700,3,232.9,592
39,2800,3,241.6,620
39,2900,3,250.4,647
39,3000,3,258.9,673
39,3100,3,267.4,698
39,3200,3,276.5,726
39,3300,3,285.8,764
39,3400,3,295.2,792
39,3500,3,304.2,812
39,3600,3,312.7,832
39,3700,3,321.3,842
39,3800,3,330.1,850
39,3900,3,339.3,855
39,4000,3,347.8,858
39,4100,3,356.7,868
39,4200,3,366.1,881
39,4300,3,374.6,887
39,4400,3,384.0,893
39,4500,3,393.4,896
39,4600,3,402.6,901
39,4700,3,411.2,910
39,4800,3,419.2,922
39,4900,3,427.8,932
39,5000,3,437.3,943
40,0,4,0.0,0
40,100,4,3.6,15
40,200,4,9.2,34
40,300,4,15.0,46
40,400,4,20.6,68
40,500,4,26.3,100
40,600,4,32.7,137
40,700,4,38.9,170
40,800,4,46.0,211
40,900,4,52.7,250
40,1000,4,59.8,302
40,1100,4,67.4,361
40,1200,4,74.7,413
40,1300,4,82.6,473
40,1400,4,90.5,531
40,1500,4,98.7,593
40,1600,4,105.6,641
40,1700,4,113.4,700
40,1800,4,121.6,760
40,1900,4,129.0,816
40,2000,4,136.6,872
40,2100,4,145.2,937
40,2200,4,153.2,998
40,2300,4,160.9,1056
40,2400,4,168.5,1111
40,2500,4,176.6,1176
40,2600,4,184.7,1222
40,2700,4,193.2,1279
40,2800,4,201.4,1336
40,2900,4,209.9,1401
40,3000,4,217.9,1457
40,3100,4,226.4,1514
40,3200,4,235.5,1592
40,3300,4,244.5,1667
40,3400,4,253.1,1743
40,3500,4,261.8,1800
40,3600,4,269.8,1853
40,3700,4,278.3,1918
40,3800,4,286.7,1981
40,3900,4,295.2,2052
40,4000,4,303.6,2106
40,4100,4,311.1,2149
40,4200,4,318.8,2192
40,4300,4,326.8,2250
40,4400,4,333.7,2295
40,4500,4,340.5,2336
40,4600,4,348.1,2397
40,4700,4,355.3,2453
40,4800,4,362.8,2504
40,4900,4,370.8,2563
40,5000,4,378.5,2623
41,0,4,0.0,0
41,100,4,5.7,8
41,200,4,12.3,38
41,300,4,20.1,73
41,400,4,27.8,107
41,500,4,35.6,133
41,600,4,43.1,160
41,700,4,51.0,190
41,800,4,59.4,226
41,900,4,68.0,253
41,1000,4,75.4,281
41,1100,4,83.6,315
41,1200,4,92.2,356
41,1300,4,100.5,384
41,1400,4,109.2,416
41,1500,4,118.0,441
41,1600,4,126.7,466
41,1700,4,135.7,499
41,1800,4,144.6,524
41,1900,4,153.5,538
41,2000,4,161.3,554
41,2100,4,170.2,570
41,2200,4,179.1,588
41,2300,4,187.5,611
41,2400,4,196.3,638
41,2500,4,205.1,661
41,2600,4,214.5,688
41,2700,4,222.8,705
41,2800,4,230.6,729
41,2900,4,239.5,770
41,3000,4,247.7,805
41,3100,4,255.4,840
41,3200,4,264.0,868
41,3300,4,272.8,909
41,3400,4,281.7,935
41,3500,4,290.6,972
41,3600,4,299.9,1013
41,3700,4,308.3,1051
41,3800,4,316.8,1085
41,3900,4,325.0,1121
41,4000,4,332.5,1150
41,4100,4,340.6,1172
41,4200,4,349.5,1193
41,4300,4,357.1,1215
41,4400,4,364.8,1239
41,4500,4,372.3,1261
41,4600,4,379.3,1280
41,4700,4,387.0,1305
41,4800,4,395.3,1323
41,4900,4,403.4,1348
41,5000,4,412.3,1371
42,0,2,0.0,0
